نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
أرض,سكني, حريملاء, الرياض ,شمالية غربية,7500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000
فيلا,سكني, امارة منطقة الرياض, الرياض ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000
فيلا,سكني, الرياض, الرياض ,جنوبية,300,0,5,2,5,20,1,1,1,0,1,0,0,0,1,0,1650000
فيلا,سكني, الرياض , حي ظهرة لبن ,شمالية,395,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,1240000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,670,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670000
أرض,سكني, رماح, الرياض ,جنوبية شرقية,900,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675000
أرض,سكني, الدرعية, العيينة ,جنوبية,937,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4591300
أرض,سكني, حريملاء, الرياض ,جنوبية شرقية,229,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163506
فيلا,سكني, الرياض , حي العارض ,غربية,270,0,4,1,5,0,1,1,1,1,0,0,0,0,1,0,2800000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,337,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370700
فيلا,سكني, الرياض , حي قرطبة ,شمالية,225,0,5,2,5,0,1,1,1,0,1,1,0,0,1,0,2350000
أرض,سكني, الرياض , حي الروضة ,غربية,1000,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
فيلا,سكني, الرياض , حي النرجس ,غربية,325,0,5,3,5,15,0,1,1,1,0,1,0,0,1,1,3300000
أرض,تجاري وسكني, الرياض , حي اليرموك ,جنوبية,1089,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3216906
أرض,تجاري, الرياض , حي اليرموك ,غربية,409,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409000
أرض,تجاري وسكني, الرياض , حي البرية ,جنوبية,330,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112000
فيلا,سكني, الرياض , حي الرمال ,شمالية,281,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,1400000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,400,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,جنوبية,750,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345000
أرض,سكني, الرياض , حي بنبان ,شرقية,800,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000
أرض,سكني, الرياض , حي الحزم ,غربية,720,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584000
أرض,سكني, حريملاء, الرياض ,جنوبية,375,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549750
أرض,تجاري, الرياض , حي غرناطة ,شمالية,575,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3335000
فيلا,سكني, امارة منطقة الرياض, الرياض ,غربية,250,0,5,1,5,18,1,1,1,0,0,0,0,0,0,0,1450000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,700,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية,268,0,4,2,3,0,1,0,0,0,0,0,0,0,0,0,1250000
فيلا,سكني, الرياض , حي المونسية ,شمالية,312,0,4,2,5,0,1,1,1,0,1,1,0,0,1,1,2350000
فيلا,سكني, الرياض , حي الملقا ,شرقية,430,0,5,5,5,0,1,1,1,1,0,1,0,0,0,1,6000000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,375,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125000
فيلا,سكني, الرياض , حي اشبيلية ,شرقية,432,0,5,3,5,20,0,1,1,1,0,1,0,0,1,0,2300000
أرض,سكني, الرياض , حي العليا ,جنوبية شرقية,580,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270280
فيلا,سكني, الرياض , حي العارض ,غربية,360,0,7,3,5,15,1,1,1,1,1,1,0,0,1,0,2800000
فيلا,سكني, الرياض , حي اليرموك ,جنوبية,200,0,4,2,4,0,1,1,1,0,1,1,0,0,1,0,1800000
أرض,سكني, حريملاء, ملهم ,جنوبية,375,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250625
أرض,سكني, حريملاء, الرياض ,شمالية,375,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000
أرض,سكني, الرياض , حي النرجس ,غربية,810,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402000
فيلا,سكني, الرياض , حي الوادي ,غربية,375,0,5,3,4,0,1,1,1,1,0,1,0,0,1,0,2200000
فيلا,سكني, حي العريجاء الغربية , الطريق الدائري الغربي ,شمالية,450,0,4,2,5,25,0,1,1,0,1,1,1,0,1,0,2600000
فيلا,سكني, الرياض , حي القادسية ,شمالية شرقية,850,0,7,5,5,15,1,1,1,1,1,1,1,0,1,1,6500000
فيلا,سكني, امارة منطقة الرياض, الرياض ,غربية,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000
فيلا,سكني, الرياض , حي النهضة ,شمالية,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,450,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000
أرض,تجاري, الرياض , حي غرناطة ,جنوبية,416,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331200
أرض,سكني, الرياض , حي الخير ,غربية,744,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063920
أرض,سكني, الرياض , حي المهدية ,شمالية,460,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760000
فيلا,سكني, الرياض , حي النزهة ,غربية,256,0,3,2,5,0,1,1,1,1,0,0,0,0,1,0,1650000
فيلا,سكني, الرياض , حي النرجس ,غربية,300,0,4,2,4,20,1,1,1,0,0,1,0,0,1,0,3000000
أرض,سكني, الرياض , حي المصفاة ,شمالية شرقية,400,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000
فيلا,سكني, الرياض , حي الرمال ,غربية,300,0,7,3,5,18,1,1,1,0,1,1,0,0,1,0,1600000
فيلا,سكني, حي النخيل , شارع سعيد السلمي ,شرقية,750,0,5,3,5,15,1,1,1,1,1,1,1,0,1,1,8200000
فيلا,سكني, الرياض, الرياض ,غربية,276,0,5,2,5,15,1,1,1,0,1,1,0,0,1,0,830000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,312,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029600
أرض,تجاري وسكني, الرياض , حي السلام ,شرقية,1,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400
فيلا,سكني, الرياض , حي المنار ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000
أرض,سكني, الرياض , حي المعيزيلة ,جنوبية,412,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593750
أرض,سكني, الرياض , حي ضاحية نمار ,جنوبية,624,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744000
أرض,سكني, الرياض , حي الجنادرية ,جنوبية,3260,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9780000
فيلا,سكني, الرياض , حي النهضة ,جنوبية,400,0,4,1,2,0,0,1,1,1,0,1,0,0,0,0,1300000
أرض,تجاري وسكني, الرياض , حي العزيزية ,غربية,720,2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550160
فيلا,سكني, الرياض , حي بدر ,جنوبية,304,0,5,2,5,18,1,1,1,0,1,1,0,0,1,0,950000
أرض,سكني, الرياض , حي الرحمانية ,شمالية غربية,580,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480000
أرض,سكني, الرياض , حي المهدية ,شرقية,391,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703800
أرض,سكني, الرياض , حي الخير ,شرقية,375,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581250
أرض,تجاري, الرياض , حي الرمال ,غربية,600,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000
فيلا,سكني, الرياض , حي بدر ,شمالية,269,0,5,2,5,15,1,1,1,0,1,1,0,0,1,0,940000
أرض,سكني, الرياض , حي المونسية ,شمالية,500,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000
أرض,تجاري وسكني, الرياض , حي اشبيلية ,شمالية غربية,891,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5346000
أرض,سكني, الرياض , حي النهضة ,شرقية,362,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977400
فيلا,سكني, الدرعية, العيينة ,شرقية,250,0,5,4,5,20,1,1,1,0,0,1,0,0,1,0,1600000
أرض,سكني, الرياض , حي النسيم الغربي ,غربية,750,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000
فيلا,سكني, الرياض , حي الرمال ,شمالية,281,0,4,5,4,0,1,1,1,1,0,1,0,0,1,0,1500000
فيلا,سكني, الرياض , حي العليا ,جنوبية غربية,200,0,5,3,5,0,0,1,0,1,0,0,0,0,0,0,2900000
أرض,تجاري وسكني, الرياض , حي الزاهر ,جنوبية,900,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,غربية,900,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603900
أرض,تجاري وسكني, الرياض , حي الرمال ,شمالية,381,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952500
فيلا,سكني, الرياض , حي الملك فيصل ,جنوبية,250,0,4,1,4,0,1,1,1,1,1,1,0,0,1,1,1900000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,300,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585000
فيلا,سكني, الرياض , حي النظيم ,شرقية,600,0,4,3,3,25,0,1,1,0,1,1,0,0,1,0,1800000
أرض,تجاري, الرياض , حي الصحافة ,شمالية غربية,2007,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7626600
أرض,سكني, الرياض , حي النهضة ,شمالية,875,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800000
أرض,تجاري وسكني, الرياض , حي المهدية ,جنوبية,1650,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7425000
أرض,تجاري وسكني, الرياض , حي القادسية ,شمالية,450,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000
فيلا,سكني, الرياض , حي النسيم الغربي ,غربية,625,0,5,2,5,0,0,1,1,1,1,1,0,0,1,0,1200000
فيلا,سكني, الرياض , حي البيان ,شمالية غربية,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637000
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,600,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,930,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520800
أرض,سكني, الدرعية, العيينة ,شمالية,750,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950000
فيلا,سكني, الرياض , حي الملقا ,شمالية غربية,687,0,5,3,5,0,1,1,1,1,1,1,0,1,1,1,9000000
فيلا,سكني, الرياض, الرياض ,جنوبية,200,0,5,1,5,20,1,1,1,0,0,1,0,0,1,1,1600000
أرض,سكني, الرياض , حي طويق ,شرقية,870,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222850
أرض,سكني, الرياض , حي العارض ,جنوبية غربية,400,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000
فيلا,سكني, الرياض , حي النرجس ,جنوبية غربية,620,0,6,3,5,15,1,1,1,1,1,1,1,1,1,1,7000000
أرض,سكني, الرياض , ضاحية نمار ,شمالية شرقية,2215,19780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43812700
أرض,تجاري وسكني, الرياض , حي العريجاء الغربي ,غربية,313,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626000
أرض,سكني, الرياض , حي ظهرة لبن ,شمالية,2394,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7660800
فيلا,سكني, امارة منطقة الرياض, الرياض ,غربية,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000
فيلا,سكني, الرياض , حي اشبيلية ,جنوبية,345,0,5,3,5,0,1,1,1,0,0,0,0,0,1,0,2500000
فيلا,سكني, الرياض , حي الحمراء ,جنوبية,750,0,7,2,5,20,1,1,1,1,1,1,0,0,1,0,4500000
فيلا,سكني, الرياض , حي القدس ,شمالية,450,0,4,2,5,0,1,1,1,1,0,1,0,1,1,0,3000000
فيلا,سكني, الرياض , حي الوادي ,شرقية,750,0,7,2,5,0,0,1,1,1,1,1,0,0,1,0,5500000
أرض,سكني, الرياض , حي العليا ,شمالية غربية,728,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3276000
فيلا,سكني, الرياض , حي المونسية ,شمالية,270,0,4,3,4,0,1,1,1,1,1,1,0,0,1,0,1950000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,غربية,750,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380250
أرض,سكني, الرياض , حي السعادة ,جنوبية,306,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849762
أرض,سكني, الرياض , حي طيبة ,شرقية,295,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383500
أرض,تجاري, الرياض , حي ظهرة نمار ,شمالية,300,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990000
أرض,سكني, الرياض , حي العارض ,جنوبية,996,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490000
أرض,سكني,13843, امارة منطقة الرياض ,غربية,2250,888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998000
أرض,سكني, الرياض , حي البرية ,جنوبية,437,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649819
فيلا,سكني, الرياض , حي القادسية ,شمالية شرقية,850,0,7,5,5,15,1,1,1,1,1,1,1,0,1,1,6500000
فيلا,سكني, الرياض, الرياض ,شمالية,270,0,5,3,5,20,1,1,0,0,0,1,0,0,1,0,1000000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,غربية,750,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950000
فيلا,سكني, الرياض , حي الصحافة ,شمالية,375,0,6,2,5,15,1,1,1,1,1,0,0,0,1,1,4880000
أرض,سكني,13843, امارة منطقة الرياض ,شمالية,2250,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000
فيلا,سكني, الرياض , ,جنوبية,250,0,5,2,5,0,0,1,1,0,1,1,0,0,1,0,1470000
فيلا,سكني, الرياض , حي التعاون ,غربية,200,0,5,2,5,20,1,1,1,1,0,1,0,0,1,0,2350000
فيلا,سكني, الرياض , حي الرمال ,جنوبية,259,0,5,2,5,0,1,1,1,0,1,1,0,0,1,0,1470000
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,550,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999900
فيلا,سكني, الرياض , حي عكاظ ,جنوبية,228,0,5,2,5,0,1,1,1,0,0,0,0,0,1,0,850000
أرض,تجاري وسكني, حريملاء, الرياض ,غربية,600,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520200
فيلا,سكني, الرياض , حي المهدية ,جنوبية شرقية,225,0,6,3,5,20,1,1,1,0,0,1,0,0,1,1,1450000
أرض,سكني, حي المهدية , شارع سعيد بن عبدالله باقشير ,جنوبية غربية,625,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
أرض,تجاري وسكني, الرياض , حي القادسية ,شمالية شرقية,234,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725400
فيلا,سكني, الرياض , حي الرمال ,جنوبية شرقية,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950000
أرض,سكني, الرياض , حي الزاهر ,غربية,918,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749088
أرض,تجاري, الرياض , حي العلا ,جنوبية,750,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2362500
أرض,سكني, الرياض , حي عليشة ,جنوبية,232,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928000
أرض,سكني, الرياض , حي المهدية ,شمالية,400,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000
فيلا,سكني, الرياض , حي طويق ,غربية,250,0,5,3,5,20,1,1,1,0,1,1,0,0,1,1,1850000
أرض,تجاري وسكني, الرياض , حي الشعلة ,جنوبية,900,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849600
أرض,تجاري وسكني, الرياض , حي عريض ,ثلاث شوارع,495,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495000
فيلا,سكني, الرياض , حي المونسية ,جنوبية,319,0,6,2,4,0,1,1,1,1,1,1,0,0,1,1,3150000
فيلا,سكني, الرياض , حي النظيم ,شرقية,600,0,4,3,3,25,0,1,1,0,1,1,0,0,1,0,1800000
فيلا,سكني, الرياض , حي اشبيلية ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000
فيلا,سكني, الرياض , حي العارض ,شرقية,510,0,5,2,5,0,1,1,1,1,1,1,1,0,1,1,4000000
أرض,تجاري وسكني, الرياض , حي القدس ,جنوبية,750,7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5499750
أرض,سكني, حي ظهرة لبن , شارع العين ,جنوبية غربية,900,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999700
أرض,تجاري وسكني, الرياض , حي خشم العان ,شمالية,1050,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625000
فيلا,سكني, الرياض , حي الرمال ,شمالية,375,0,4,1,5,0,1,1,1,0,1,0,0,0,1,1,2450000
أرض,سكني, حي عريض , طريق النفود ,شمالية غربية,1050,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199750
فيلا,سكني, الرياض , حي النرجس ,شمالية,324,0,5,2,5,0,1,1,1,1,0,1,0,0,1,0,2350000
فيلا,سكني, الرياض , حي النهضة ,جنوبية,375,0,4,3,4,20,1,1,1,0,0,0,0,0,1,1,2150000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية شرقية,240,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197280
أرض,سكني, الرياض , حي المهدية ,جنوبية,392,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548800
أرض,سكني, الرياض , حي غرناطة ,ثلاث شوارع,4187,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4187000
أرض,سكني, الرياض , حي الندى ,شرقية,750,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875000
أرض,سكني, حريملاء, الرياض ,شرقية,750,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000
فيلا,سكني, الرياض , حي الملك فهد ,شمالية شرقية,420,0,6,2,5,20,0,1,1,1,1,1,0,0,1,0,2400000
أرض,تجاري وسكني, الرياض , حي المروة ,شرقية,2625,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11812500
أرض,تجاري, حي الرمال , ,شرقية,360,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999720
فيلا,سكني, الرياض , حي طويق ,غربية,225,0,5,5,5,0,1,1,1,1,1,1,0,0,1,0,1250000
فيلا,سكني, الرياض , حي الندوة ,جنوبية,375,0,5,1,4,15,0,1,0,0,0,1,0,0,1,0,1050000
فيلا,سكني, الرياض, حي المهدية ,شمالية,450,0,6,3,5,20,1,1,1,0,1,1,0,0,1,1,3300000
أرض,سكني, حريملاء, الرياض ,جنوبية,750,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
فيلا,سكني, الرياض , حي اليرموك ,جنوبية شرقية,336,0,7,3,5,0,1,1,1,1,1,1,0,0,1,0,2200000
أرض,سكني, حريملاء, الرياض ,شمالية,362,1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604540
أرض,سكني, الرياض , حي الخليج ,شمالية شرقية,648,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268000
فيلا,سكني, الدرعية, العيينة ,غربية,256,0,7,2,5,0,1,1,1,0,0,1,0,0,1,1,1500000
أرض,سكني, الرياض , حي العارض ,جنوبية,495,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079000
أرض,تجاري وسكني, حريملاء, ملهم ,شمالية شرقية,945,945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893025000
أرض,سكني, الرياض , حي البيان ,غربية,5300,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13250000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,810,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649620
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,375,0,5,3,5,0,1,1,1,0,1,1,0,0,1,1,3650000
أرض,سكني, الرياض , حي العارض ,شمالية غربية,1064,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5852000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,731,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777800
أرض,سكني, الرياض , حي السعادة ,جنوبية,623,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903350
فيلا,سكني, الرياض , حي النسيم الشرقي ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000
أرض,سكني, الرياض , حي الملك فيصل ,غربية,760,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399760
أرض,سكني, الرياض , حي العارض ,جنوبية,638,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009700
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية غربية,460,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920000
فيلا,سكني, الرياض , حي بدر ,شمالية شرقية,309,0,6,3,5,15,1,1,1,0,1,1,0,0,1,1,1080000
أرض,سكني, الرياض , حي النرجس ,شمالية,900,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600000
أرض,تجاري وسكني, الرياض , حي الجنادرية ,شرقية,999,2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199798
أرض,تجاري, الرياض , حي القادسية ,شرقية,900,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2999700
أرض,تجاري وسكني, الرياض , حي النهضة ,شرقية,420,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000
أرض,سكني, الرياض , حي النرجس ,غربية,400,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960000
أرض,تجاري وسكني, حريملاء, الرياض ,شمالية غربية,368,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760000
أرض,سكني, الرياض , حي المهدية ,جنوبية,459,2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230120
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289500
أرض,سكني, الرياض , حي العقيق ,غربية,625,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000
فيلا,سكني, الرياض , حي بدر ,جنوبية,300,0,7,2,5,20,1,1,1,0,1,1,0,0,1,0,990000
أرض,تجاري وسكني, الرياض, الرياض ,شرقية,375,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543750
فيلا,سكني, الرياض , حي الرمال ,شرقية,500,0,4,1,2,15,0,1,0,0,0,1,0,0,1,0,1900000
أرض,تجاري وسكني, الرياض , حي الازدهار ,غربية,771,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724740
فيلا,سكني, الرياض , حي البيان ,غربية,420,0,5,2,5,0,0,1,1,1,1,1,0,0,1,0,2200000
فيلا,سكني, الرياض , حي الجنادرية ,جنوبية,200,0,7,0,5,0,0,1,0,0,0,0,0,0,1,1,1100000
أرض,سكني, الرياض , ضاحية نمار ,جنوبية شرقية,2200,19780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43516000
أرض,تجاري وسكني, الرياض , حي الرمال ,أربع شوارع,299684,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434541800
أرض,تجاري وسكني, الرياض , حي الجنادرية ,شمالية,299,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598000
فيلا,سكني, الرياض , حي النرجس ,جنوبية,350,0,4,4,4,0,1,1,1,0,0,1,0,1,1,1,2600000
أرض,سكني, امارة منطقة الرياض, حي ظهرة لبن ,جنوبية,450,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000
أرض,سكني, الرياض , حي المهدية ,شمالية,451,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992200
فيلا,سكني, الرياض , حي العارض ,غربية,200,0,4,2,5,0,1,0,0,1,0,0,0,0,1,0,2000000
أرض,تجاري وسكني, الرياض , حي عريض ,شمالية,517,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602700
أرض,سكني, الرياض , حي النهضة ,جنوبية,750,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000
فيلا,سكني, الرياض , حي المصيف ,شرقية,820,0,6,2,5,20,1,1,1,1,1,1,1,0,1,0,5000000
فيلا,سكني, الرياض , حي الحمراء ,غربية,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
أرض,سكني, حريملاء, الرياض ,جنوبية,780,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103700
فيلا,سكني, الرياض , حي الربيع ,شرقية,325,0,7,3,5,0,1,1,1,1,0,1,0,0,1,0,3200000
أرض,سكني, الرياض , حي الرمال ,شرقية,420,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199920
أرض,سكني, الرياض , حي المهدية ,جنوبية,600,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590000
أرض,تجاري وسكني, الرياض , حي المهدية ,جنوبية,337,2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754880
فيلا,سكني, الرياض , حي الرمال ,جنوبية,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000
أرض,سكني, الرياض , حي ثليم ,شرقية,2227,19780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44050060
فيلا,سكني, الرياض , حي الحمراء ,غربية,1180,0,7,3,5,0,1,1,1,1,1,1,0,1,0,1,6500000
أرض,سكني, الدرعية, العيينة ,جنوبية,825,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681250
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,465,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570090
أرض,سكني, الرياض , حي المهدية ,شرقية,450,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149750
أرض,سكني, الرياض , حي بنبان ,جنوبية شرقية,10000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000
فيلا,سكني, الرياض , حي طويق ,غربية,375,0,7,2,5,15,1,1,1,0,0,1,0,0,1,0,1750000
