نوع العقار,الغرض,المدينة,الحي,الواجهة,المساحة,سعر المتر,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,239,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382400
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,450,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260000
أرض,تجاري وسكني, الرياض , ضاحية نمار ,جنوبية,750,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
فيلا,سكني, الرياض , حي الندى ,جنوبية غربية,420,0,4,3,5,0,1,1,1,1,0,0,1,0,1,1,3500000
أرض,سكني, حريملاء, الرياض ,غربية,750,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349500
فيلا,سكني, الرياض , حي الرمال ,شمالية,281,0,7,2,5,20,1,1,1,1,1,1,0,0,1,0,1400000
فيلا,سكني, الرياض , حي الصفا ,شمالية,735,0,5,3,5,0,1,1,1,1,1,1,0,0,1,0,2000000
أرض,سكني, الرياض , حي الخير ,غربية,109,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199906
أرض,سكني, الرياض , حي الزاهر ,شمالية,936,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749736
أرض,سكني, حريملاء, الرياض ,شمالية شرقية,667,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2668000
أرض,سكني, الرياض , حي القادسية ,شمالية غربية,1019,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5604500
أرض,تجاري وسكني, الرياض , حي القادسية ,شرقية,900,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970000
فيلا,سكني, الرياض , حي التعاون ,غربية,359,0,7,3,5,0,1,1,1,1,1,1,0,0,1,1,3600000
أرض,سكني, الرياض , حي الرفيعة ,شمالية شرقية,483,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801400
أرض,سكني, الرياض , حي النرجس ,شمالية,300,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,405,1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756135
فيلا,سكني, الرياض , حي بدر ,شمالية غربية,286,0,5,2,5,15,1,1,1,0,1,1,0,0,1,0,940000
أرض,تجاري وسكني, الرياض , حي الصفا ,غربية,400,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000
أرض,سكني, الرياض , حي العارض ,جنوبية,686,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
أرض,سكني, الرياض , حي العلا ,شمالية,750,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316500
أرض,تجاري وسكني, الرياض , حي العارض ,ثلاث شوارع,2500,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8250000
فيلا,سكني, الرياض , حي النهضة ,جنوبية,375,0,4,3,4,20,1,1,1,0,0,0,0,0,1,1,2150000
فيلا,سكني, الرياض , حي الجنادرية ,غربية,360,0,7,4,5,20,1,1,0,0,1,1,0,0,1,1,1600000
فيلا,سكني, الرياض , حي العارض ,شمالية شرقية,221,0,4,3,5,0,1,1,1,0,1,0,0,0,1,1,2200000
أرض,تجاري, الرياض , حي العارض ,جنوبية غربية,900,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4950000
فيلا,سكني, الرياض , حي النفل ,شرقية,750,0,7,4,5,0,0,0,0,0,0,0,0,0,0,1,9500000
أرض,تجاري وسكني, الرياض , حي القادسية ,شمالية,312,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029600
أرض,سكني, الرياض , حي البيان ,جنوبية,312,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733200
فيلا,سكني, الرياض , حي اشبيلية ,جنوبية,375,0,3,3,3,0,0,1,0,1,1,0,0,0,1,0,2200000
أرض,سكني, الرياض , حي المهدية ,جنوبية,450,9891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450950
أرض,تجاري وسكني, الرياض , حي المناخ ,شمالية,900,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170000
أرض,سكني, الرياض , حي طويق ,شمالية,15730,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47190000
فيلا,سكني, الرياض , حي الوادي ,غربية,375,0,5,4,5,0,1,1,1,1,1,1,0,0,1,0,2200000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية,375,0,2,2,4,0,0,1,0,0,0,1,0,0,1,0,1100000
فيلا,سكني, الرياض , حي الخليج ,شرقية,375,0,5,1,5,0,0,1,0,0,1,1,0,0,0,0,2200000
فيلا,سكني, الرياض , حي النهضة ,شمالية,300,0,7,2,4,0,1,1,1,0,0,1,0,0,1,0,1900000
أرض,تجاري وسكني, الرياض , حي النظيم ,جنوبية,2000,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000
أرض,تجاري, امارة منطقة الرياض, الرياض ,شمالية,600,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620000
أرض,تجاري وسكني, الرياض , حي سلطانة ,جنوبية,2400,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000
أرض,سكني, الرياض , حي حطين ,شمالية,615,7317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4499955
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,312,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624000
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية غربية,400,2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935200
أرض,سكني, الرياض , حي طويق ,غربية,400,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900000
أرض,سكني, الرياض , حي المهدية ,غربية,410,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999990
أرض,تجاري وسكني, الرياض , حي عريض ,غربية,379,1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602610
فيلا,سكني, الرياض , حي النرجس ,جنوبية,250,0,7,2,5,15,1,1,1,0,0,1,0,0,1,1,2500000
أرض,سكني, الرياض , حي النرجس ,جنوبية,896,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928000
فيلا,سكني, الرياض , حي المهدية ,شمالية,200,0,5,2,5,20,1,1,1,1,0,1,0,0,1,1,1300000
أرض,سكني, الرياض , حي العارض ,شمالية,336,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512000
فيلا,سكني, امارة منطقة الرياض, الرياض ,غربية,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
أرض,سكني, الرياض , حي المونسية ,شمالية,621,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614600
أرض,سكني, الرياض , حي الغنامية ,غربية,200,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000
أرض,تجاري وسكني, الرياض , حي اليرموك ,جنوبية,1089,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539250
فيلا,سكني, امارة منطقة الرياض, الرياض ,غربية,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
أرض,تجاري وسكني, الرياض , حي السعادة ,شمالية,2100,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250000
أرض,تجاري وسكني, الرياض , حي المهدية ,شرقية,450,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170000
أرض,سكني, حريملاء, ملهم ,جنوبية شرقية,10000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000
أرض,سكني, الرياض , حي غرناطة ,شمالية,800,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840000
أرض,سكني, الرياض , حي المهدية ,ثلاث شوارع,450,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417500
أرض,سكني, امارة منطقة الرياض, الرياض ,غربية,414,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299736
أرض,سكني, حريملاء, الرياض ,شمالية,630,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3780000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650000
فيلا,سكني, الرياض , حي الجنادرية ,شمالية,360,0,4,2,4,0,1,1,1,1,0,0,0,0,1,0,1500000
أرض,سكني, الرياض , حي اليرموك ,غربية,300,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140000
أرض,تجاري, الرياض , حي عكاظ ,شمالية,900,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600000
أرض,سكني, الرياض , ضاحية نمار ,شمالية,750,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025000
أرض,تجاري, الرياض , حي اليرموك ,جنوبية,1089,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539250
أرض,تجاري وسكني, الرياض , حي المعيزلة ,جنوبية,550,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375000
أرض,تجاري وسكني, الرياض , حي النسيم الغربي ,جنوبية,747,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4855500
أرض,سكني, الرياض , حي الصناعية القديمة ,جنوبية شرقية,1849,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1571650
فيلا,سكني, الرياض , حي الحمراء ,شمالية,465,0,6,2,5,20,0,1,1,1,1,1,0,0,1,0,3500000
فيلا,سكني, الرياض , حي الرمال ,جنوبية,300,0,5,3,5,0,1,1,1,0,1,0,0,0,1,0,1700000
أرض,تجاري, الرياض , حي النرجس ,شمالية,916,3820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499120
فيلا,سكني, الرياض , حي الروضة ,جنوبية,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000
أرض,تجاري وسكني, الرياض , حي العوالي ,شمالية,900,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,200,0,5,3,5,20,1,1,1,0,0,0,0,0,1,0,1600000
فيلا,سكني, امارة منطقة الرياض, الرياض ,جنوبية,312,0,7,3,5,0,1,1,1,0,0,1,0,0,1,1,1000230
أرض,سكني, الرياض , حي البيان ,أربع شوارع,510,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459000
فيلا,سكني, الرياض , حي ظهرة لبن ,شمالية,274,0,5,2,5,0,1,0,0,0,0,0,0,0,0,0,1100000
أرض,سكني, الرياض , حي قرطبة ,شرقية,1250,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8125000
أرض,تجاري, الرياض , حي القادسية ,شمالية,1246,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492000
أرض,سكني, حريملاء, الرياض ,ثلاث شوارع,9569,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9569000
أرض,سكني, الرياض , حي اليرموك ,ثلاث شوارع,750,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325000
فيلا,سكني, الرياض , حي قرطبة ,شرقية,375,0,7,2,5,20,1,1,1,0,0,0,0,0,0,0,4000000
أرض,سكني, الرياض , حي الرمال ,غربية,457,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096800
فيلا,سكني, الرياض , حي السعادة ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000
أرض,سكني, الرياض , حي ظهرة لبن ,غربية,900,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000
أرض,تجاري, الرياض , حي جرير ,جنوبية,312,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998400
فيلا,سكني, الرياض , حي الصحافة ,شمالية,375,0,6,2,5,15,1,1,1,1,1,1,0,0,1,1,4880000
فيلا,سكني, الرياض , حي الرمال ,شمالية,281,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,1400000
أرض,تجاري وسكني, الرياض , حي ظهرة نمار ,جنوبية,862,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879000
فيلا,سكني, الرياض , حي المونسية ,غربية,300,0,4,2,4,0,1,1,1,0,1,1,0,0,1,1,2300000
أرض,تجاري, الرياض , حي الندوة ,شمالية,375,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312500
فيلا,سكني, الرياض , حي القيروان ,شمالية,360,0,5,3,5,20,1,1,1,1,1,1,0,0,1,1,4300000
فيلا,سكني, الرياض , حي المونسية ,غربية,300,0,4,2,4,0,1,1,0,0,1,1,0,0,1,1,2300000
فيلا,سكني, الرياض , حي الجنادرية ,غربية,312,0,7,3,5,0,0,0,0,0,0,1,0,0,1,0,1450000
أرض,تجاري وسكني, الرياض , حي النظيم ,شمالية,833,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200353
أرض,سكني, الرياض , حي الخير ,غربية,375,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
فيلا,سكني, الرياض , حي الاندلس ,جنوبية غربية,570,0,5,2,5,15,1,1,1,1,1,1,0,0,1,0,2200000
أرض,سكني, حريملاء, الرياض ,شمالية غربية,1627,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2359150
فيلا,سكني, الرياض , حي الريان ,جنوبية,390,0,5,2,5,15,1,0,1,0,1,1,0,0,1,0,3000000
فيلا,سكني, حي قرطبة , شارع جبل مره ,جنوبية,450,0,7,3,5,0,0,1,1,1,0,1,0,0,1,0,2600000
أرض,سكني, حريملاء, الرياض ,جنوبية,400,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453600
أرض,سكني, الرياض , حي ظهرة لبن ,جنوبية,2100,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098300
أرض,سكني, الرياض , حي النرجس ,شرقية,375,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509250
فيلا,سكني, الرياض, الرياض ,شمالية,345,0,6,3,5,20,1,1,1,1,1,1,0,0,1,1,2500000
فيلا,سكني, الرياض , حي النسيم الشرقي ,شمالية,483,0,7,2,5,0,0,1,1,1,1,1,0,0,1,0,1700000
فيلا,سكني, الرياض , حي المونسية ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450000
فيلا,سكني, الرياض , حي العارض ,جنوبية,350,0,3,2,5,0,1,0,1,0,1,0,0,1,1,1,2600000
أرض,سكني, الرياض , حي الدار البيضاء ,شرقية,650,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999700
فيلا,سكني, الرياض , حي الزهرة ,شمالية,625,0,7,3,5,20,1,1,1,1,1,1,0,0,1,1,1700000
أرض,سكني, الرياض , حي الضباط ,شمالية,450,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000
فيلا,سكني, امارة منطقة الرياض, الرياض ,غربية,224,0,5,2,5,0,0,1,1,0,1,1,0,0,1,0,1050000
فيلا,سكني, الرياض , حي قرطبة ,شمالية,350,0,7,3,5,15,0,1,1,1,1,1,0,0,1,0,3500000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية,750,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350250
أرض,تجاري وسكني, الرياض , حي الزهراء ,شمالية,400,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
فيلا,سكني, الرياض , حي النهضة ,شمالية,495,0,7,5,5,0,1,1,0,0,0,1,0,0,0,0,2200000
أرض,سكني, امارة منطقة الرياض, حي عكاظ ,شمالية شرقية,600,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,900,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,15233,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5331550
فيلا,سكني, الرياض , حي القدس ,غربية,900,0,7,3,5,15,1,1,0,1,1,0,0,0,1,0,4500000
أرض,سكني, حريملاء, حي الخير ,شمالية,750,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شمالية,900,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641700
أرض,سكني, الرياض , حي ضاحية نمار ,شرقية,375,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750000
أرض,تجاري, حريملاء, الرياض ,غربية,750,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850000
أرض,سكني, الرياض , حي شبرا ,جنوبية,276,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276000
فيلا,سكني, الرياض , حي المعيزلة ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000
أرض,سكني, الرياض , حي النسيم الغربي ,جنوبية,875,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662500
أرض,سكني, الرياض , حي العزيزية ,جنوبية,437,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524400
أرض,سكني, حريملاء, الرياض ,جنوبية,300,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320000
أرض,سكني, الرياض , حي الخليج ,غربية,750,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625000
أرض,سكني, الرياض , حي عريض ,جنوبية غربية,400,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000
فيلا,سكني, الرياض , حي المونسية ,غربية,300,0,5,3,5,0,1,1,1,0,1,1,0,0,1,0,2300000
أرض,سكني, الرياض , حي النرجس ,جنوبية غربية,10000,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58500000
أرض,سكني, الرياض , حي النرجس ,شرقية,520,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2756000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,750,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2499750
فيلا,سكني, الرياض , حي ظهرة البديعة ,غربية,250,0,7,2,5,0,0,0,1,0,1,1,0,0,1,0,1250000
أرض,سكني, الرياض , حي قرطبة ,شمالية,1375,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6737500
أرض,سكني, الرياض , حي النرجس ,شمالية,450,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149750
فيلا,سكني, الرياض , حي الجزيرة ,شمالية,484,0,5,1,5,20,0,1,1,1,1,1,0,0,0,0,2250000
أرض,تجاري وسكني, الرياض , حي الخليج ,شمالية شرقية,648,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287712
فيلا,سكني, الرياض , حي الدار البيضاء ,شرقية,360,0,5,2,3,15,0,1,0,0,1,1,0,0,1,0,1400000
أرض,تجاري وسكني, رماح, الرياض ,شمالية,500,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية,934,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899442
أرض,تجاري وسكني, الرياض , حي الشهداء ,غربية,763,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240345
فيلا,سكني, الرياض , حي البيان ,شمالية,363,0,5,2,4,0,1,1,0,0,1,1,0,0,1,0,1600000
أرض,سكني, امارة منطقة الرياض, الرياض ,جنوبية غربية,420,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299880
فيلا,سكني, الرياض , حي بدر ,شرقية,480,0,7,2,5,0,0,1,0,0,1,1,0,0,1,0,750000
فيلا,سكني, الرياض , حي الرمال ,شرقية,375,0,5,3,5,0,1,1,1,1,1,1,0,0,1,0,2100000
فيلا,سكني, الرياض , حي المونسية ,شرقية,250,0,4,1,4,0,1,1,1,1,1,1,0,0,1,1,1800000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,غربية,450,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193750
أرض,سكني, الرياض , حي بنبان ,شمالية,503,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618690
فيلا,سكني, الرياض , حي الدار البيضاء ,جنوبية شرقية,312,0,5,3,5,0,0,1,1,1,1,1,0,0,1,0,1150000
أرض,سكني, حي عريض , طريق النفود ,شمالية,382,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719000
أرض,سكني, الرياض , حي حطين ,شمالية,2000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000
أرض,سكني, امارة منطقة الرياض, الرياض ,شمالية,390,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000
أرض,سكني, الرياض , حي العوالي ,شمالية,500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000
أرض,سكني, الرياض , حي الملز ,ثلاث شوارع,1148,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056160
أرض,سكني, حريملاء, الرياض ,شمالية,500,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000
أرض,سكني, حريملاء, الرياض ,جنوبية,800,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000
أرض,سكني, الرياض , حي الشرق ,جنوبية,312,2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733200
أرض,سكني, حريملاء, الرياض ,شرقية,360,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495000
أرض,سكني, حريملاء, الرياض ,أربع شوارع,39192,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24299040
أرض,سكني, الرياض , حي المهدية ,شرقية,524,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759800
فيلا,سكني, الرياض , حي احد ,جنوبية,25,0,4,1,4,0,1,1,0,0,0,0,0,0,0,0,880000
أرض,سكني, الرياض , حي المهدية ,شمالية,450,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001250
فيلا,سكني, الرياض , حي الحزم ,شرقية,200,0,5,3,5,30,1,1,1,0,1,1,0,0,1,0,1080000
أرض,سكني, الرياض , حي عريض ,شمالية,400,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276000
أرض,سكني, الرياض , حي العارض ,شرقية,900,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600000
أرض,سكني, امارة منطقة الرياض, الرياض ,شرقية,750,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000
أرض,تجاري, الرياض , حي ظهرة لبن ,شمالية,930,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325000
أرض,تجاري, الرياض , حي الرمال ,جنوبية,412,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318400
أرض,سكني, الرياض , حي المهدية ,جنوبية,4772,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624600
فيلا,سكني, الرياض , حي الريان ,جنوبية,360,0,7,2,5,15,1,1,1,1,1,0,1,0,1,0,4400000
أرض,سكني, الرياض , حي الملز ,غربية,900,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549900
أرض,سكني, الرياض , حي النظيم ,شمالية شرقية,918,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649944
أرض,سكني, الرياض , ضاحية نمار ,شمالية,990,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899910
فيلا,سكني, الرياض , حي الحزم ,شرقية,240,0,5,2,5,20,1,1,1,0,1,1,0,0,1,0,900000
أرض,تجاري, حريملاء, الرياض ,شمالية,375,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية,750,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شرقية,360,0,4,4,5,0,1,1,1,1,1,0,0,0,0,0,2000000
أرض,سكني, الرياض , حي النرجس ,شمالية,300,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000
أرض,تجاري وسكني, الرياض , حي ظهرة لبن ,جنوبية شرقية,2327,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998893
فيلا,سكني, الرياض , حي الرمال ,شرقية,375,0,4,2,5,15,1,1,0,0,1,1,0,0,1,0,2450000
فيلا,سكني, الرياض , حي الفاروق ,جنوبية,756,0,4,1,4,16,1,1,0,0,0,0,0,0,0,0,3300000
أرض,تجاري وسكني, الرياض , حي المونسية ,شمالية,875,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
أرض,تجاري وسكني, الرياض , حي عريض ,شمالية,2205,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535750
فيلا,سكني, الرياض , حي مطار الملك خالد الدولي ,شرقية,330,0,3,1,3,21,1,1,0,0,0,0,0,0,0,0,1650000
فيلا,سكني, الرياض , حي المونسية ,شرقية,308,0,5,3,4,0,1,0,1,0,1,1,0,0,1,1,2650000
أرض,سكني, الرياض , حي القيروان ,غربية,559,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3242200
فيلا,سكني, الرياض , حي الربوة ,ثلاث شوارع,868,0,7,2,5,12,1,1,1,1,1,1,0,0,1,0,4000000
أرض,تجاري, الرياض , حي النسيم الغربي ,شمالية,514,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873800
أرض,تجاري وسكني, الرياض , حي اليرموك ,جنوبية,1089,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306800
فيلا,سكني, الرياض , حي الوادي ,غربية,375,0,5,3,5,0,1,1,1,1,0,0,0,0,1,0,2200000
أرض,تجاري, الرياض , حي المونسية ,شرقية,750,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150000
أرض,تجاري, الرياض , حي السلي ,شمالية,2800,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200000
أرض,تجاري, الرياض , حي النخيل ,ثلاث شوارع,10000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000
فيلا,سكني, الرياض , حي الملز ,غربية,625,0,7,5,5,15,0,1,1,1,1,1,0,0,1,0,4000000
فيلا,سكني, امارة منطقة الرياض, الرياض ,شمالية,270,0,4,3,5,0,1,1,1,0,1,1,0,0,1,0,2450000
أرض,تجاري, امارة منطقة الرياض, الرياض ,شمالية,750,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375000
أرض,سكني, الرياض , حي العليا ,شمالية شرقية,600,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847800
أرض,تجاري, الرياض , حي النهضة ,شمالية,450,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192500
فيلا,سكني, الرياض , حي النهضة ,غربية,375,0,2,2,3,0,1,1,0,0,0,0,0,0,0,1,2250000
فيلا,سكني, الرياض , حي المونسية ,غربية,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000
أرض,تجاري وسكني, حريملاء, الرياض ,جنوبية,750,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849750
أرض,سكني, الرياض , حي البيان ,شمالية,57000,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5130000
أرض,تجاري وسكني, امارة منطقة الرياض, الرياض ,شرقية,216,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648000
أرض,تجاري وسكني, الرياض , حي النرجس ,شمالية,455,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184000
أرض,تجاري, الرياض , حي الرمال ,جنوبية غربية,4060,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12180000
أرض,تجاري, الرياض , حي القادسية ,شرقية,543,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248900
أرض,تجاري وسكني, الرياض , حي الرمال ,شرقية,450,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575000
